,Area,Area_code,Area_name,Year,Sex,Age,MYE
43609,Super Data Zones,N21000358,Coleraine_A,2024,All Persons,All ages,2787
43624,Super Data Zones,N21000359,Coleraine_B,2024,All Persons,All ages,2909
43639,Super Data Zones,N21000360,Coleraine_C,2024,All Persons,All ages,2763
43654,Super Data Zones,N21000361,Coleraine_D,2024,All Persons,All ages,1300
43669,Super Data Zones,N21000362,Coleraine_E,2024,All Persons,All ages,1894
43684,Super Data Zones,N21000363,Coleraine_F,2024,All Persons,All ages,2294
43699,Super Data Zones,N21000364,Coleraine_G,2024,All Persons,All ages,2238
43714,Super Data Zones,N21000365,Coleraine_H,2024,All Persons,All ages,2780
43729,Super Data Zones,N21000366,Coleraine_J,2024,All Persons,All ages,2782
43744,Super Data Zones,N21000367,Coleraine_K,2024,All Persons,All ages,2153
43759,Super Data Zones,N21000368,Causeway_A,2024,All Persons,All ages,1396
43774,Super Data Zones,N21000369,Causeway_B,2024,All Persons,All ages,1191
43789,Super Data Zones,N21000370,Causeway_C,2024,All Persons,All ages,1201
43804,Super Data Zones,N21000371,Causeway_D,2024,All Persons,All ages,1742
43819,Super Data Zones,N21000372,Causeway_E,2024,All Persons,All ages,3052
43834,Super Data Zones,N21000373,Causeway_F,2024,All Persons,All ages,1986
43849,Super Data Zones,N21000374,Causeway_G,2024,All Persons,All ages,2524
43864,Super Data Zones,N21000375,Causeway_H,2024,All Persons,All ages,3010
43879,Super Data Zones,N21000376,Causeway_J,2024,All Persons,All ages,1983
43894,Super Data Zones,N21000377,Causeway_K,2024,All Persons,All ages,3195
43909,Super Data Zones,N21000378,Causeway_L,2024,All Persons,All ages,2915
43924,Super Data Zones,N21000379,The_Glens_A,2024,All Persons,All ages,2978
43939,Super Data Zones,N21000380,The_Glens_B,2024,All Persons,All ages,2667
43954,Super Data Zones,N21000381,The_Glens_C,2024,All Persons,All ages,2862
43969,Super Data Zones,N21000382,The_Glens_D,2024,All Persons,All ages,1849
43984,Super Data Zones,N21000383,The_Glens_E,2024,All Persons,All ages,1865
43999,Super Data Zones,N21000384,The_Glens_F,2024,All Persons,All ages,3133
44014,Super Data Zones,N21000385,The_Glens_G,2024,All Persons,All ages,1989
44029,Super Data Zones,N21000386,Ballymoney_A,2024,All Persons,All ages,2539
44044,Super Data Zones,N21000387,Ballymoney_B,2024,All Persons,All ages,2358
44059,Super Data Zones,N21000388,Ballymoney_C,2024,All Persons,All ages,2199
44074,Super Data Zones,N21000389,Ballymoney_D,2024,All Persons,All ages,2027
44089,Super Data Zones,N21000390,Ballymoney_E,2024,All Persons,All ages,2167
44104,Super Data Zones,N21000391,Ballymoney_F,2024,All Persons,All ages,2420
44119,Super Data Zones,N21000392,Ballymoney_G,2024,All Persons,All ages,1744
44134,Super Data Zones,N21000393,Ballymoney_H,2024,All Persons,All ages,3254
44149,Super Data Zones,N21000394,Ballymoney_J,2024,All Persons,All ages,1207
44164,Super Data Zones,N21000395,Ballymoney_K,2024,All Persons,All ages,3298
44179,Super Data Zones,N21000396,Ballymoney_L,2024,All Persons,All ages,1323
44194,Super Data Zones,N21000397,The_Moor_A,2024,All Persons,All ages,2491
44209,Super Data Zones,N21000398,The_Moor_B,2024,All Persons,All ages,2841
44224,Super Data Zones,N21000399,The_Moor_C,2024,All Persons,All ages,1298
44239,Super Data Zones,N21000400,The_Moor_D,2024,All Persons,All ages,3035
44254,Super Data Zones,N21000401,The_Moor_E,2024,All Persons,All ages,1481
44269,Super Data Zones,N21000402,The_Moor_F,2024,All Persons,All ages,2246
44284,Super Data Zones,N21000403,The_Moor_G,2024,All Persons,All ages,1723
44299,Super Data Zones,N21000404,The_Moor_H,2024,All Persons,All ages,2000
44314,Super Data Zones,N21000405,Foyleside_A,2024,All Persons,All ages,2883
44329,Super Data Zones,N21000406,Foyleside_B,2024,All Persons,All ages,2102
44344,Super Data Zones,N21000407,Foyleside_C,2024,All Persons,All ages,2416
44359,Super Data Zones,N21000408,Foyleside_D,2024,All Persons,All ages,3439
44374,Super Data Zones,N21000409,Foyleside_E,2024,All Persons,All ages,3194
44389,Super Data Zones,N21000410,Foyleside_F,2024,All Persons,All ages,1751
44404,Super Data Zones,N21000411,Foyleside_G,2024,All Persons,All ages,2140
44419,Super Data Zones,N21000412,Ballyarnett_A,2024,All Persons,All ages,2683
44434,Super Data Zones,N21000413,Ballyarnett_B,2024,All Persons,All ages,2664
44449,Super Data Zones,N21000414,Ballyarnett_C,2024,All Persons,All ages,1537
44464,Super Data Zones,N21000415,Ballyarnett_D,2024,All Persons,All ages,3119
44479,Super Data Zones,N21000416,Ballyarnett_E,2024,All Persons,All ages,2303
44494,Super Data Zones,N21000417,Ballyarnett_F,2024,All Persons,All ages,1979
44509,Super Data Zones,N21000418,Ballyarnett_G,2024,All Persons,All ages,2781
44524,Super Data Zones,N21000419,Ballyarnett_H,2024,All Persons,All ages,1873
44539,Super Data Zones,N21000420,Ballyarnett_J,2024,All Persons,All ages,2248
44554,Super Data Zones,N21000421,Ballyarnett_K,2024,All Persons,All ages,2295
44569,Super Data Zones,N21000422,Ballyarnett_L,2024,All Persons,All ages,2394
44584,Super Data Zones,N21000423,Waterside_A,2024,All Persons,All ages,2425
44599,Super Data Zones,N21000424,Waterside_B,2024,All Persons,All ages,2014
44614,Super Data Zones,N21000425,Waterside_C,2024,All Persons,All ages,2560
44629,Super Data Zones,N21000426,Waterside_D,2024,All Persons,All ages,2047
44644,Super Data Zones,N21000427,Waterside_E,2024,All Persons,All ages,2228
44659,Super Data Zones,N21000428,Waterside_F,2024,All Persons,All ages,2193
44674,Super Data Zones,N21000429,Waterside_G,2024,All Persons,All ages,2237
44689,Super Data Zones,N21000430,Waterside_H,2024,All Persons,All ages,2115
44704,Super Data Zones,N21000431,Waterside_J,2024,All Persons,All ages,2643
44719,Super Data Zones,N21000432,Waterside_K,2024,All Persons,All ages,2547
44734,Super Data Zones,N21000433,Waterside_L,2024,All Persons,All ages,2322
44749,Super Data Zones,N21000434,Waterside_N,2024,All Persons,All ages,2147
44764,Super Data Zones,N21000435,Waterside_P,2024,All Persons,All ages,2414
44779,Super Data Zones,N21000436,Faughan_A,2024,All Persons,All ages,2618
44794,Super Data Zones,N21000437,Faughan_B,2024,All Persons,All ages,1165
44809,Super Data Zones,N21000438,Faughan_C,2024,All Persons,All ages,2310
44824,Super Data Zones,N21000439,Faughan_D,2024,All Persons,All ages,2684
44839,Super Data Zones,N21000440,Faughan_E,2024,All Persons,All ages,3359
44854,Super Data Zones,N21000441,Faughan_F,2024,All Persons,All ages,2867
44869,Super Data Zones,N21000442,Faughan_G,2024,All Persons,All ages,2952
44884,Super Data Zones,N21000443,Faughan_H,2024,All Persons,All ages,1414
44899,Super Data Zones,N21000444,Sperrin_A,2024,All Persons,All ages,2097
44914,Super Data Zones,N21000445,Sperrin_B,2024,All Persons,All ages,2983
44929,Super Data Zones,N21000446,Sperrin_C,2024,All Persons,All ages,2525
44944,Super Data Zones,N21000447,Sperrin_D,2024,All Persons,All ages,2955
44959,Super Data Zones,N21000448,Sperrin_E,2024,All Persons,All ages,1308
44974,Super Data Zones,N21000449,Sperrin_F,2024,All Persons,All ages,3010
44989,Super Data Zones,N21000450,Sperrin_G,2024,All Persons,All ages,2660
45004,Super Data Zones,N21000451,Sperrin_H,2024,All Persons,All ages,2755
45019,Super Data Zones,N21000452,Sperrin_J,2024,All Persons,All ages,1501
45034,Super Data Zones,N21000453,Sperrin_K,2024,All Persons,All ages,2727
45049,Super Data Zones,N21000454,Derg_A,2024,All Persons,All ages,2082
45064,Super Data Zones,N21000455,Derg_B,2024,All Persons,All ages,1937
45079,Super Data Zones,N21000456,Derg_C,2024,All Persons,All ages,2409
45094,Super Data Zones,N21000457,Derg_D,2024,All Persons,All ages,1889
45109,Super Data Zones,N21000458,Derg_E,2024,All Persons,All ages,1405
45124,Super Data Zones,N21000459,Derg_F,2024,All Persons,All ages,3060
45139,Super Data Zones,N21000460,Derg_G,2024,All Persons,All ages,1954
45154,Super Data Zones,N21000461,Derg_H,2024,All Persons,All ages,2935
45169,Super Data Zones,N21000462,Erne_East_A,2024,All Persons,All ages,2800
45184,Super Data Zones,N21000463,Erne_East_B,2024,All Persons,All ages,2828
45199,Super Data Zones,N21000464,Erne_East_C,2024,All Persons,All ages,1928
45214,Super Data Zones,N21000465,Erne_East_D,2024,All Persons,All ages,3011
45229,Super Data Zones,N21000466,Erne_East_E,2024,All Persons,All ages,2797
45244,Super Data Zones,N21000467,Erne_East_F,2024,All Persons,All ages,2539
45259,Super Data Zones,N21000468,Erne_West_A,2024,All Persons,All ages,2217
45274,Super Data Zones,N21000469,Erne_West_B,2024,All Persons,All ages,1578
45289,Super Data Zones,N21000470,Erne_West_C,2024,All Persons,All ages,2937
45304,Super Data Zones,N21000471,Erne_West_D,2024,All Persons,All ages,2737
45319,Super Data Zones,N21000472,Erne_West_E,2024,All Persons,All ages,2427
45334,Super Data Zones,N21000473,Erne_West_F,2024,All Persons,All ages,2720
45349,Super Data Zones,N21000474,Enniskillen_A,2024,All Persons,All ages,1958
45364,Super Data Zones,N21000475,Enniskillen_B,2024,All Persons,All ages,2711
45379,Super Data Zones,N21000476,Enniskillen_C,2024,All Persons,All ages,2217
45394,Super Data Zones,N21000477,Enniskillen_D,2024,All Persons,All ages,2484
45409,Super Data Zones,N21000478,Enniskillen_E,2024,All Persons,All ages,1662
45424,Super Data Zones,N21000479,Enniskillen_F,2024,All Persons,All ages,2495
45439,Super Data Zones,N21000480,Enniskillen_G,2024,All Persons,All ages,2905
45454,Super Data Zones,N21000481,Enniskillen_H,2024,All Persons,All ages,2293
45469,Super Data Zones,N21000482,Erne_North_A,2024,All Persons,All ages,2312
45484,Super Data Zones,N21000483,Erne_North_B,2024,All Persons,All ages,2451
45499,Super Data Zones,N21000484,Erne_North_C,2024,All Persons,All ages,1779
45514,Super Data Zones,N21000485,Erne_North_D,2024,All Persons,All ages,2414
45529,Super Data Zones,N21000486,Erne_North_E,2024,All Persons,All ages,1374
45544,Super Data Zones,N21000487,Erne_North_F,2024,All Persons,All ages,2655
45559,Super Data Zones,N21000488,Erne_North_G,2024,All Persons,All ages,2148
45574,Super Data Zones,N21000489,West_Tyrone_A,2024,All Persons,All ages,2468
45589,Super Data Zones,N21000490,West_Tyrone_B,2024,All Persons,All ages,1678
45604,Super Data Zones,N21000491,West_Tyrone_C,2024,All Persons,All ages,2966
45619,Super Data Zones,N21000492,West_Tyrone_D,2024,All Persons,All ages,1268
45634,Super Data Zones,N21000493,West_Tyrone_E,2024,All Persons,All ages,2770
45649,Super Data Zones,N21000494,West_Tyrone_F,2024,All Persons,All ages,2896
45664,Super Data Zones,N21000495,West_Tyrone_G,2024,All Persons,All ages,2607
45679,Super Data Zones,N21000496,Omagh_A,2024,All Persons,All ages,3229
45694,Super Data Zones,N21000497,Omagh_B,2024,All Persons,All ages,1270
45709,Super Data Zones,N21000498,Omagh_C,2024,All Persons,All ages,2803
45724,Super Data Zones,N21000499,Omagh_D,2024,All Persons,All ages,1951
45739,Super Data Zones,N21000500,Omagh_E,2024,All Persons,All ages,2538
45754,Super Data Zones,N21000501,Omagh_F,2024,All Persons,All ages,1682
45769,Super Data Zones,N21000502,Omagh_G,2024,All Persons,All ages,2467
45784,Super Data Zones,N21000503,Omagh_H,2024,All Persons,All ages,3020
45799,Super Data Zones,N21000504,Mid_Tyrone_A,2024,All Persons,All ages,3003
45814,Super Data Zones,N21000505,Mid_Tyrone_B,2024,All Persons,All ages,2845
45829,Super Data Zones,N21000506,Mid_Tyrone_C,2024,All Persons,All ages,1968
45844,Super Data Zones,N21000507,Mid_Tyrone_D,2024,All Persons,All ages,2731
45859,Super Data Zones,N21000508,Mid_Tyrone_E,2024,All Persons,All ages,3165
45874,Super Data Zones,N21000509,Mid_Tyrone_F,2024,All Persons,All ages,1815
45889,Super Data Zones,N21000510,Mid_Tyrone_G,2024,All Persons,All ages,2163
45904,Super Data Zones,N21000511,Downshire_West_A,2024,All Persons,All ages,2750
45919,Super Data Zones,N21000512,Downshire_West_B,2024,All Persons,All ages,2941
45934,Super Data Zones,N21000513,Downshire_West_C,2024,All Persons,All ages,2730
45949,Super Data Zones,N21000514,Downshire_West_D,2024,All Persons,All ages,2329
45964,Super Data Zones,N21000515,Downshire_West_E,2024,All Persons,All ages,1734
45979,Super Data Zones,N21000516,Downshire_West_F,2024,All Persons,All ages,1683
45994,Super Data Zones,N21000517,Downshire_West_G,2024,All Persons,All ages,3435
46009,Super Data Zones,N21000518,Killultagh_A,2024,All Persons,All ages,2440
46024,Super Data Zones,N21000519,Killultagh_B,2024,All Persons,All ages,2690
46039,Super Data Zones,N21000520,Killultagh_C,2024,All Persons,All ages,3191
46054,Super Data Zones,N21000521,Killultagh_D,2024,All Persons,All ages,2289
46069,Super Data Zones,N21000522,Killultagh_E,2024,All Persons,All ages,3412
46084,Super Data Zones,N21000523,Killultagh_F,2024,All Persons,All ages,2205
46099,Super Data Zones,N21000524,Killultagh_G,2024,All Persons,All ages,2909
46114,Super Data Zones,N21000525,Killultagh_H,2024,All Persons,All ages,3221
46129,Super Data Zones,N21000526,Lisburn_South_A,2024,All Persons,All ages,1435
46144,Super Data Zones,N21000527,Lisburn_South_B,2024,All Persons,All ages,2415
46159,Super Data Zones,N21000528,Lisburn_South_C,2024,All Persons,All ages,2816
46174,Super Data Zones,N21000529,Lisburn_South_D,2024,All Persons,All ages,1953
46189,Super Data Zones,N21000530,Lisburn_South_E,2024,All Persons,All ages,3604
46204,Super Data Zones,N21000531,Lisburn_South_F,2024,All Persons,All ages,1386
46219,Super Data Zones,N21000532,Lisburn_South_G,2024,All Persons,All ages,3371
46234,Super Data Zones,N21000533,Lisburn_South_H,2024,All Persons,All ages,2512
46249,Super Data Zones,N21000534,Lisburn_South_J,2024,All Persons,All ages,2346
46264,Super Data Zones,N21000535,Lisburn_South_K,2024,All Persons,All ages,2581
46279,Super Data Zones,N21000536,Lisburn_North_A,2024,All Persons,All ages,1355
46294,Super Data Zones,N21000537,Lisburn_North_B,2024,All Persons,All ages,1653
46309,Super Data Zones,N21000538,Lisburn_North_C,2024,All Persons,All ages,3045
46324,Super Data Zones,N21000539,Lisburn_North_D,2024,All Persons,All ages,2261
46339,Super Data Zones,N21000540,Lisburn_North_E,2024,All Persons,All ages,2290
46354,Super Data Zones,N21000541,Lisburn_North_F,2024,All Persons,All ages,3057
46369,Super Data Zones,N21000542,Lisburn_North_G,2024,All Persons,All ages,3626
46384,Super Data Zones,N21000543,Lisburn_North_H,2024,All Persons,All ages,2172
46399,Super Data Zones,N21000544,Lisburn_North_J,2024,All Persons,All ages,2225
46414,Super Data Zones,N21000545,Lisburn_North_K,2024,All Persons,All ages,2291
46429,Super Data Zones,N21000546,Downshire_East_A,2024,All Persons,All ages,3276
46444,Super Data Zones,N21000547,Downshire_East_B,2024,All Persons,All ages,1648
46459,Super Data Zones,N21000548,Downshire_East_C,2024,All Persons,All ages,1946
46474,Super Data Zones,N21000549,Downshire_East_D,2024,All Persons,All ages,2376
46489,Super Data Zones,N21000550,Downshire_East_E,2024,All Persons,All ages,3404
46504,Super Data Zones,N21000551,Downshire_East_F,2024,All Persons,All ages,2179
46519,Super Data Zones,N21000552,Downshire_East_G,2024,All Persons,All ages,2056
46534,Super Data Zones,N21000553,Castlereagh_South_A,2024,All Persons,All ages,2600
46549,Super Data Zones,N21000554,Castlereagh_South_B,2024,All Persons,All ages,3033
46564,Super Data Zones,N21000555,Castlereagh_South_C,2024,All Persons,All ages,2127
46579,Super Data Zones,N21000556,Castlereagh_South_D,2024,All Persons,All ages,2824
46594,Super Data Zones,N21000557,Castlereagh_South_E,2024,All Persons,All ages,3655
46609,Super Data Zones,N21000558,Castlereagh_South_F,2024,All Persons,All ages,1668
46624,Super Data Zones,N21000559,Castlereagh_South_G,2024,All Persons,All ages,2163
46639,Super Data Zones,N21000560,Castlereagh_South_H,2024,All Persons,All ages,2379
46654,Super Data Zones,N21000561,Castlereagh_South_J,2024,All Persons,All ages,3396
46669,Super Data Zones,N21000562,Castlereagh_East_A,2024,All Persons,All ages,2495
46684,Super Data Zones,N21000563,Castlereagh_East_B,2024,All Persons,All ages,2529
46699,Super Data Zones,N21000564,Castlereagh_East_C,2024,All Persons,All ages,2434
46714,Super Data Zones,N21000565,Castlereagh_East_D,2024,All Persons,All ages,1967
46729,Super Data Zones,N21000566,Castlereagh_East_E,2024,All Persons,All ages,1953
46744,Super Data Zones,N21000567,Castlereagh_East_F,2024,All Persons,All ages,2231
46759,Super Data Zones,N21000568,Castlereagh_East_G,2024,All Persons,All ages,2286
46774,Super Data Zones,N21000569,Castlereagh_East_H,2024,All Persons,All ages,2859
46789,Super Data Zones,N21000570,Castlereagh_East_J,2024,All Persons,All ages,2181
46804,Super Data Zones,N21000571,Castlereagh_East_K,2024,All Persons,All ages,1653
46819,Super Data Zones,N21000572,Bannside_A,2024,All Persons,All ages,2380
46834,Super Data Zones,N21000573,Bannside_B,2024,All Persons,All ages,2755
46849,Super Data Zones,N21000574,Bannside_C,2024,All Persons,All ages,2255
46864,Super Data Zones,N21000575,Bannside_D,2024,All Persons,All ages,1444
46879,Super Data Zones,N21000576,Bannside_E,2024,All Persons,All ages,3067
46894,Super Data Zones,N21000577,Bannside_F,2024,All Persons,All ages,1877
46909,Super Data Zones,N21000578,Bannside_G,2024,All Persons,All ages,1682
46924,Super Data Zones,N21000579,Bannside_H,2024,All Persons,All ages,2301
46939,Super Data Zones,N21000580,Bannside_J,2024,All Persons,All ages,2551
46954,Super Data Zones,N21000581,Ballymena_A,2024,All Persons,All ages,1922
46969,Super Data Zones,N21000582,Ballymena_B,2024,All Persons,All ages,2903
46984,Super Data Zones,N21000583,Ballymena_C,2024,All Persons,All ages,2501
46999,Super Data Zones,N21000584,Ballymena_D,2024,All Persons,All ages,2696
47014,Super Data Zones,N21000585,Ballymena_E,2024,All Persons,All ages,2600
47029,Super Data Zones,N21000586,Ballymena_F,2024,All Persons,All ages,2745
47044,Super Data Zones,N21000587,Ballymena_G,2024,All Persons,All ages,2637
47059,Super Data Zones,N21000588,Ballymena_H,2024,All Persons,All ages,2325
47074,Super Data Zones,N21000589,Ballymena_J,2024,All Persons,All ages,1183
47089,Super Data Zones,N21000590,Ballymena_K,2024,All Persons,All ages,2845
47104,Super Data Zones,N21000591,Braid_A,2024,All Persons,All ages,2876
47119,Super Data Zones,N21000592,Braid_B,2024,All Persons,All ages,2148
47134,Super Data Zones,N21000593,Braid_C,2024,All Persons,All ages,3491
47149,Super Data Zones,N21000594,Braid_D,2024,All Persons,All ages,1379
47164,Super Data Zones,N21000595,Braid_E,2024,All Persons,All ages,1747
47179,Super Data Zones,N21000596,Braid_F,2024,All Persons,All ages,3298
47194,Super Data Zones,N21000597,Braid_G,2024,All Persons,All ages,2422
47209,Super Data Zones,N21000598,Braid_H,2024,All Persons,All ages,3480
47224,Super Data Zones,N21000599,Braid_J,2024,All Persons,All ages,1135
47239,Super Data Zones,N21000600,Braid_K,2024,All Persons,All ages,2193
47254,Super Data Zones,N21000601,Coast_Road_A,2024,All Persons,All ages,1390
47269,Super Data Zones,N21000602,Coast_Road_B,2024,All Persons,All ages,1218
47284,Super Data Zones,N21000603,Coast_Road_C,2024,All Persons,All ages,1872
47299,Super Data Zones,N21000604,Coast_Road_D,2024,All Persons,All ages,2072
47314,Super Data Zones,N21000605,Coast_Road_E,2024,All Persons,All ages,1983
47329,Super Data Zones,N21000606,Coast_Road_F,2024,All Persons,All ages,2423
47344,Super Data Zones,N21000607,Coast_Road_G,2024,All Persons,All ages,1933
47359,Super Data Zones,N21000608,Coast_Road_H,2024,All Persons,All ages,2153
47374,Super Data Zones,N21000609,Coast_Road_J,2024,All Persons,All ages,1735
47389,Super Data Zones,N21000610,Larne_Lough_A,2024,All Persons,All ages,1232
47404,Super Data Zones,N21000611,Larne_Lough_B,2024,All Persons,All ages,2156
47419,Super Data Zones,N21000612,Larne_Lough_C,2024,All Persons,All ages,3273
47434,Super Data Zones,N21000613,Larne_Lough_D,2024,All Persons,All ages,2291
47449,Super Data Zones,N21000614,Larne_Lough_E,2024,All Persons,All ages,2024
47464,Super Data Zones,N21000615,Larne_Lough_F,2024,All Persons,All ages,2459
47479,Super Data Zones,N21000616,Larne_Lough_G,2024,All Persons,All ages,1496
47494,Super Data Zones,N21000617,Larne_Lough_H,2024,All Persons,All ages,1345
47509,Super Data Zones,N21000618,Larne_Lough_J,2024,All Persons,All ages,2125
47524,Super Data Zones,N21000619,Carrick_Castle_A,2024,All Persons,All ages,2459
47539,Super Data Zones,N21000620,Carrick_Castle_B,2024,All Persons,All ages,1833
47554,Super Data Zones,N21000621,Carrick_Castle_C,2024,All Persons,All ages,2605
47569,Super Data Zones,N21000622,Carrick_Castle_D,2024,All Persons,All ages,2198
47584,Super Data Zones,N21000623,Carrick_Castle_E,2024,All Persons,All ages,2545
47599,Super Data Zones,N21000624,Carrick_Castle_F,2024,All Persons,All ages,2067
47614,Super Data Zones,N21000625,Carrick_Castle_G,2024,All Persons,All ages,1843
47629,Super Data Zones,N21000626,Carrick_Castle_H,2024,All Persons,All ages,1259
47644,Super Data Zones,N21000627,Carrick_Castle_J,2024,All Persons,All ages,1624
47659,Super Data Zones,N21000628,Knockagh_A,2024,All Persons,All ages,1579
47674,Super Data Zones,N21000629,Knockagh_B,2024,All Persons,All ages,1702
47689,Super Data Zones,N21000630,Knockagh_C,2024,All Persons,All ages,2204
47704,Super Data Zones,N21000631,Knockagh_D,2024,All Persons,All ages,1429
47719,Super Data Zones,N21000632,Knockagh_E,2024,All Persons,All ages,1568
47734,Super Data Zones,N21000633,Knockagh_F,2024,All Persons,All ages,2812
47749,Super Data Zones,N21000634,Knockagh_G,2024,All Persons,All ages,2431
47764,Super Data Zones,N21000635,Knockagh_H,2024,All Persons,All ages,1980
47779,Super Data Zones,N21000636,Knockagh_J,2024,All Persons,All ages,1765
47794,Super Data Zones,N21000637,Carntogher_A,2024,All Persons,All ages,3014
47809,Super Data Zones,N21000638,Carntogher_B,2024,All Persons,All ages,2744
47824,Super Data Zones,N21000639,Carntogher_C,2024,All Persons,All ages,3419
47839,Super Data Zones,N21000640,Carntogher_D,2024,All Persons,All ages,3736
47854,Super Data Zones,N21000641,Carntogher_E,2024,All Persons,All ages,2334
47869,Super Data Zones,N21000642,Carntogher_F,2024,All Persons,All ages,1878
47884,Super Data Zones,N21000643,Moyola_A,2024,All Persons,All ages,1994
47899,Super Data Zones,N21000644,Moyola_B,2024,All Persons,All ages,1565
47914,Super Data Zones,N21000645,Moyola_C,2024,All Persons,All ages,3067
47929,Super Data Zones,N21000646,Moyola_D,2024,All Persons,All ages,1899
47944,Super Data Zones,N21000647,Moyola_E,2024,All Persons,All ages,2935
47959,Super Data Zones,N21000648,Moyola_F,2024,All Persons,All ages,2351
47974,Super Data Zones,N21000649,Moyola_G,2024,All Persons,All ages,2526
47989,Super Data Zones,N21000650,Moyola_H,2024,All Persons,All ages,2489
48004,Super Data Zones,N21000651,Magherafelt_A,2024,All Persons,All ages,2986
48019,Super Data Zones,N21000652,Magherafelt_B,2024,All Persons,All ages,2814
48034,Super Data Zones,N21000653,Magherafelt_C,2024,All Persons,All ages,3472
48049,Super Data Zones,N21000654,Magherafelt_D,2024,All Persons,All ages,3331
48064,Super Data Zones,N21000655,Magherafelt_E,2024,All Persons,All ages,2452
48079,Super Data Zones,N21000656,Magherafelt_F,2024,All Persons,All ages,2206
48094,Super Data Zones,N21000657,Magherafelt_G,2024,All Persons,All ages,2397
48109,Super Data Zones,N21000658,Cookstown_A,2024,All Persons,All ages,3138
48124,Super Data Zones,N21000659,Cookstown_B,2024,All Persons,All ages,3057
48139,Super Data Zones,N21000660,Cookstown_C,2024,All Persons,All ages,2602
48154,Super Data Zones,N21000661,Cookstown_D,2024,All Persons,All ages,2707
48169,Super Data Zones,N21000662,Cookstown_E,2024,All Persons,All ages,2478
48184,Super Data Zones,N21000663,Cookstown_F,2024,All Persons,All ages,2242
48199,Super Data Zones,N21000664,Cookstown_G,2024,All Persons,All ages,2039
48214,Super Data Zones,N21000665,Cookstown_H,2024,All Persons,All ages,2066
48229,Super Data Zones,N21000666,Cookstown_J,2024,All Persons,All ages,2928
48244,Super Data Zones,N21000667,Cookstown_K,2024,All Persons,All ages,1669
48259,Super Data Zones,N21000668,Torrent_A,2024,All Persons,All ages,3001
48274,Super Data Zones,N21000669,Torrent_B,2024,All Persons,All ages,2996
48289,Super Data Zones,N21000670,Torrent_C,2024,All Persons,All ages,2290
48304,Super Data Zones,N21000671,Torrent_D,2024,All Persons,All ages,3892
48319,Super Data Zones,N21000672,Torrent_E,2024,All Persons,All ages,2352
48334,Super Data Zones,N21000673,Torrent_F,2024,All Persons,All ages,3774
48349,Super Data Zones,N21000674,Torrent_G,2024,All Persons,All ages,2252
48364,Super Data Zones,N21000675,Torrent_H,2024,All Persons,All ages,2769
48379,Super Data Zones,N21000676,Dungannon_A,2024,All Persons,All ages,3409
48394,Super Data Zones,N21000677,Dungannon_B,2024,All Persons,All ages,2393
48409,Super Data Zones,N21000678,Dungannon_C,2024,All Persons,All ages,1331
48424,Super Data Zones,N21000679,Dungannon_D,2024,All Persons,All ages,3095
48439,Super Data Zones,N21000680,Dungannon_E,2024,All Persons,All ages,2666
48454,Super Data Zones,N21000681,Dungannon_F,2024,All Persons,All ages,3935
48469,Super Data Zones,N21000682,Dungannon_G,2024,All Persons,All ages,2907
48484,Super Data Zones,N21000683,Dungannon_H,2024,All Persons,All ages,2894
48499,Super Data Zones,N21000684,Dungannon_J,2024,All Persons,All ages,2128
48514,Super Data Zones,N21000685,Dungannon_K,2024,All Persons,All ages,1663
48529,Super Data Zones,N21000686,Clogher_Valley_A,2024,All Persons,All ages,3100
48544,Super Data Zones,N21000687,Clogher_Valley_B,2024,All Persons,All ages,3665
48559,Super Data Zones,N21000688,Clogher_Valley_C,2024,All Persons,All ages,1752
48574,Super Data Zones,N21000689,Clogher_Valley_D,2024,All Persons,All ages,3124
48589,Super Data Zones,N21000690,Clogher_Valley_E,2024,All Persons,All ages,4249
48604,Super Data Zones,N21000691,Clogher_Valley_F,2024,All Persons,All ages,3015
48619,Super Data Zones,N21000692,Clogher_Valley_G,2024,All Persons,All ages,2164
48634,Super Data Zones,N21000693,Clogher_Valley_H,2024,All Persons,All ages,1354
48649,Super Data Zones,N21000694,Slieve_Gullion_A,2024,All Persons,All ages,2638
48664,Super Data Zones,N21000695,Slieve_Gullion_B,2024,All Persons,All ages,2066
48679,Super Data Zones,N21000696,Slieve_Gullion_C,2024,All Persons,All ages,3141
48694,Super Data Zones,N21000697,Slieve_Gullion_D,2024,All Persons,All ages,2359
48709,Super Data Zones,N21000698,Slieve_Gullion_E,2024,All Persons,All ages,2746
48724,Super Data Zones,N21000699,Slieve_Gullion_F,2024,All Persons,All ages,3563
48739,Super Data Zones,N21000700,Slieve_Gullion_G,2024,All Persons,All ages,2757
48754,Super Data Zones,N21000701,Slieve_Gullion_H,2024,All Persons,All ages,3072
48769,Super Data Zones,N21000702,Slieve_Gullion_J,2024,All Persons,All ages,1895
48784,Super Data Zones,N21000703,Slieve_Gullion_K,2024,All Persons,All ages,2778
48799,Super Data Zones,N21000704,Slieve_Gullion_L,2024,All Persons,All ages,2318
48814,Super Data Zones,N21000705,Slieve_Gullion_N,2024,All Persons,All ages,1544
48829,Super Data Zones,N21000706,Newry_A,2024,All Persons,All ages,2836
48844,Super Data Zones,N21000707,Newry_B,2024,All Persons,All ages,2145
48859,Super Data Zones,N21000708,Newry_C,2024,All Persons,All ages,1669
48874,Super Data Zones,N21000709,Newry_D,2024,All Persons,All ages,2130
